"provision_id","source_id","article","paragraph","point","heading","stable_pinpoint","cross_references","definitions_required","recitals_required"
"LAW-EU-2022-0868-A005-P05-S01","LAW-EU-2022-0868","5","5","","Accept and observe the required confidentiality obligation.","Article 5, P05-S01","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P05-S02","LAW-EU-2022-0868","5","5","","Prevent re-identification and notify a resulting data breach to the public-sector body.","Article 5, P05-S02","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P05-S03","LAW-EU-2022-0868","5","5","","Inform affected legal persons without delay after unauthorised non-personal-data re-use.","Article 5, P05-S03","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P06","LAW-EU-2022-0868","5","6","","Assist potential re-users in seeking consent or permission where feasible without disproportionate burden.","Article 5, P06","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P07","LAW-EU-2022-0868","5","7","","Condition re-use on compliance with intellectual-property rights.","Article 5, P07","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P08","LAW-EU-2022-0868","5","8","","Prevent disclosure of commercially or statistically confidential data unless paragraph 6 permits re-use.","Article 5, P08","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P09","LAW-EU-2022-0868","5","9","","Disclose an intended third-country transfer and its purpose when requesting re-use.","Article 5, P09","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P10","LAW-EU-2022-0868","5","10","","Transmit specified protected non-personal data only after the required contractual commitments.","Article 5, P10","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P11","LAW-EU-2022-0868","5","11","","Provide relevant guidance and assistance for paragraph 10 commitments to the extent capable.","Article 5, P11","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P12","LAW-EU-2022-0868","5","12","","Assess and, where justified, declare third-country protection equivalence by implementing act.","Article 5, P12","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P13","LAW-EU-2022-0868","5","13","","Adopt proportionate special transfer conditions after a specific Union act identifies highly sensitive non-personal data.","Article 5, P13","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P14","LAW-EU-2022-0868","5","14","","Transfer protected non-personal data only to destinations satisfying paragraphs 10, 12 and 13 as applicable.","Article 5, P14","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P04-S03","LAW-EU-2022-0868","5","4","","Prohibit the use of processing results that contain information jeopardising the rights or interests of third parties.","Article 5, P04-S03","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P04-S04","LAW-EU-2022-0868","5","4","","Ensure that a decision prohibiting the use of processing results is comprehensible and transparent to the re-user.","Article 5, P04-S04","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A006-P01","LAW-EU-2022-0868","6","1","","Charge a re-use fee within Article 6 limits.","Article 6, P01","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A006-P02","LAW-EU-2022-0868","6","2","","Set fees transparently and without discrimination, disproportionality or unjustified competition restriction.","Article 6, P02","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A006-P03","LAW-EU-2022-0868","6","3","","Enable non-discriminatory online cross-border payment.","Article 6, P03","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A006-P04","LAW-EU-2022-0868","6","4","","Provide proportionate reuse incentives and publish any beneficiary categories and criteria.","Article 6, P04","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A006-P05","LAW-EU-2022-0868","6","5","","Limit fees to the listed necessary request-processing costs.","Article 6, P05","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A006-P06","LAW-EU-2022-0868","6","6","","Lay down and publish fee criteria and methodology; publish main cost categories and allocation rules.","Article 6, P06","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A007-P01","LAW-EU-2022-0868","7","1","","Designate competent bodies to assist access-granting public-sector bodies.","Article 7, P01","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A007-P02","LAW-EU-2022-0868","7","2","","Grant or refuse access only where Union or national law confers that power.","Article 7, P02","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A007-P03","LAW-EU-2022-0868","7","3","","Ensure competent bodies possess adequate resources and legal and technical knowledge.","Article 7, P03","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A007-P04","LAW-EU-2022-0868","7","4","","Provide necessary secure-environment, data-structuring, privacy, consent and contract-assessment assistance.","Article 7, P04","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A007-P05","LAW-EU-2022-0868","7","5","","Notify the Commission of designated competent bodies and later identity changes.","Article 7, P05","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A008-P01-S01","LAW-EU-2022-0868","8","1","","Provide accessible Article 5 and 6 information through a designated single information point.","Article 8, P01-S01","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A008-P02-S01","LAW-EU-2022-0868","8","2","","Receive and route re-use enquiries and requests to the competent body.","Article 8, P02-S01","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A008-P02-S02","LAW-EU-2022-0868","8","2","","Publish a searchable electronic list of available data resources.","Article 8, P02-S02","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A008-P03","LAW-EU-2022-0868","8","3","","Provide a simplified documented SME and start-up request channel.","Article 8, P03","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A008-P04","LAW-EU-2022-0868","8","4","","Maintain a European searchable register federating national information-point resources and request guidance.","Article 8, P04","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A009-P01-S01","LAW-EU-2022-0868","9","1","","Decide a request for re-use of Article 3(1) data within two months from receipt unless national law establishes a shorter time limit.","Article 9, P01-S01","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A009-P01-S02","LAW-EU-2022-0868","9","1","","Extend the two-month decision period by no more than 30 days for an exceptionally extensive and complex re-use request.","Article 9, P01-S02","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A009-P02","LAW-EU-2022-0868","9","2","","Provide an effective national redress route against a directly affecting decision.","Article 9, P02","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A009-P01-S03","LAW-EU-2022-0868","9","1","","Notify the applicant as soon as possible that additional time is needed and give the reasons for the delay.","Article 9, P01-S03","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A029-P01","LAW-EU-2022-0868","29","1","","Establish EDIB with the required institutional representation.","Article 29, P01","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A029-P02","LAW-EU-2022-0868","29","2","","Maintain governance, technical-standardisation and stakeholder subgroups with the stated task links.","Article 29, P02","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A029-P03","LAW-EU-2022-0868","29","3","","Chair EDIB meetings.","Article 29, P03","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A029-P04","LAW-EU-2022-0868","29","4","","Provide the EDIB secretariat.","Article 29, P04","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A030-PTA","LAW-EU-2022-0868","30","","A","Advise the Commission on consistent public-sector handling of protected-data re-use requests.","Article 30(a)","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A030-PTD","LAW-EU-2022-0868","30","","D","Support consistent guidance protecting commercially sensitive and IP-protected non-personal data.","Article 30(d)","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A030-PTF","LAW-EU-2022-0868","30","","F","Advise on cross-sector standard priorities while distinguishing cross-sectoral and sectoral practices.","Article 30(f)","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A030-PTG","LAW-EU-2022-0868","30","","G","Assist the Commission in reducing fragmentation through standards-based cross-sector interoperability.","Article 30(g)","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A030-PTH","LAW-EU-2022-0868","30","","H","Propose guidelines for purpose-specific, sector-specific or cross-sectoral interoperable frameworks of common standards and practices for sharing or jointly processing data.","Article 30(h)","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A030-PTI","LAW-EU-2022-0868","30","","I","Facilitate Member-State cooperation on harmonised protected-data re-use conditions.","Article 30(i)","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A030-PTK","LAW-EU-2022-0868","30","","K","Advise whether Article 5(11) or (12) implementing acts should be adopted.","Article 30(k)","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A030-PTM","LAW-EU-2022-0868","30","","M","Advise on international non-personal-data regulation, including standardisation.","Article 30(m)","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
