"statement_id","provision_id","source_excerpt_max_25_words","modality","modality_strength","addressee_actor","addressee_legal_role","action","governed_object","object_granularity","beneficiary_or_right_holder","purpose","trigger_conditions","cumulative_or_alternative_conditions","exceptions_derogations","required_information","required_form_or_format","required_control","required_evidence","supervisory_or_decision_actor","consequence_or_remedy","cross_instrument_dependency"
"REQ-DGA-005-003","LAW-EU-2022-0868-A005-P02","Conditions for re-use shall be non-discriminatory, transparent, proportionate and objectively justified","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-PUBLIC-SECTOR-BODY","Instrument-specific DGA role for the bounded Article 5 operation.","Design re-use conditions consistently with equality, proportionality, justification and competition requirements.","OBJ-DGA-REUSE-CONDITIONS","One versioned Article 5 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Conditions are imposed","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Substantive proportionality is not automated","Condition text, protected category, purpose and justification","Condition-and-rationale record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-005-004","LAW-EU-2022-0868-A005-P03","shall ensure that the protected nature of data is preserved","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-PUBLIC-SECTOR-BODY","Instrument-specific DGA role for the bounded Article 5 operation.","Select safeguards that preserve the protected nature of the data.","OBJ-DGA-PROTECTED-DATA","One versioned Article 5 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Re-use is considered","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Options include anonymisation, disclosure control and secure environments","Protection ground, safeguard, processing environment and disclosure controls","Safeguard plan","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-005-005","LAW-EU-2022-0868-A005-P04-S01","shall impose conditions that preserve the integrity of the functioning of the technical systems","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-PUBLIC-SECTOR-BODY","Instrument-specific DGA role for the bounded Article 5 operation.","Impose integrity conditions for a secure processing environment.","OBJ-DGA-SECURE-ENVIRONMENT","One versioned Article 5 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Re-use occurs under Article 5(3)(b) or (c)","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","System integrity is distinct from legal adequacy","Environment identity, integrity controls and permitted operations","Versioned environment-control profile","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-005-006","LAW-EU-2022-0868-A005-P04-S02","shall reserve the right to verify the process, the means and any results","POWER","SOURCE_CONTROLLED_POWER","ACT-DGA-PUBLIC-SECTOR-BODY","Public-sector body allowing re-use through a secure processing environment under Article 5(3)(b) or (c).","Verify the process, means and results of processing carried out by the re-user to preserve the protection of the data.","OBJ-DGA-PROCESSING-RESULT","One versioned Article 5 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Re-use is allowed under Article 5(3)(b) or (c)","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Verification under this sentence does not itself prohibit use of a result","Process, means, processing result, verification purpose and review event","Verification evidence","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-005-007","LAW-EU-2022-0868-A005-P05-S01","conditional on the adherence by the re-user to a confidentiality obligation","CONDITION","SOURCE_CONTROLLED_CONDITION","ACT-DGA-REUSER","Instrument-specific DGA role for the bounded Article 5 operation.","Accept and observe the required confidentiality obligation.","OBJ-DGA-REUSE-CONDITIONS","One versioned Article 5 governed object or event.","ACT-DGA-PUBLIC-SECTOR-BODY","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","National law lacks specific safeguards for the re-use","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Terms must target residual disclosure risk","Confidentiality terms, protected interests and adherence evidence","Policy or contract reference","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-005-008","LAW-EU-2022-0868-A005-P05-S02","Re-users shall be prohibited from re-identifying any data subject","PROHIBITION","SOURCE_CONTROLLED_PROHIBITION","ACT-DGA-REUSER","Instrument-specific DGA role for the bounded Article 5 operation.","Prevent re-identification and notify a resulting data breach to the public-sector body.","OBJ-DGA-PERSONAL-DATA","One versioned Article 5 governed object or event.","ACT-DGA-PUBLIC-SECTOR-BODY","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Data relate to data subjects","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Other GDPR notification duties remain separate","Re-identification prohibition, measures and breach event","Control and incident record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-005-009","LAW-EU-2022-0868-A005-P05-S03","In the event of the unauthorised re-use of non-personal data, the re-user shall inform","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-REUSER","Instrument-specific DGA role for the bounded Article 5 operation.","Inform affected legal persons without delay after unauthorised non-personal-data re-use.","OBJ-DGA-INCIDENT","One versioned Article 5 governed object or event.","ACT-DGA-PUBLIC-SECTOR-BODY","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Unauthorised re-use occurs","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Notification is required where appropriate","Affected data, persons, event, time and assistance","Incident notification record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-005-010","LAW-EU-2022-0868-A005-P06","shall make best efforts to provide assistance to potential re-users in seeking consent","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-PUBLIC-SECTOR-BODY","Instrument-specific DGA role for the bounded Article 5 operation.","Assist potential re-users in seeking consent or permission where feasible without disproportionate burden.","OBJ-DGA-CONSENT-REQUEST","One versioned Article 5 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Safeguarded re-use cannot otherwise be allowed and no GDPR transmission basis exists","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","The body does not supply consent or legal basis","Data subject or holder, request route and response","Consent-or-permission assistance record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-005-011","LAW-EU-2022-0868-A005-P07","Re-use of data shall be allowed only in compliance with intellectual property rights","CONDITION","SOURCE_CONTROLLED_CONDITION","ACT-DGA-PUBLIC-SECTOR-BODY","Instrument-specific DGA role for the bounded Article 5 operation.","Condition re-use on compliance with intellectual-property rights.","OBJ-DGA-PROTECTED-DATA","One versioned Article 5 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","IP-protected data are requested","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Database rights may not be exercised to defeat permitted re-use beyond the Regulation","Rights holder, protected subject matter and permission","Rights-status and authority record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-005-012","LAW-EU-2022-0868-A005-P08","shall ensure that the confidential data is not disclosed","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-PUBLIC-SECTOR-BODY","Instrument-specific DGA role for the bounded Article 5 operation.","Prevent disclosure of commercially or statistically confidential data unless paragraph 6 permits re-use.","OBJ-DGA-PROTECTED-DATA","One versioned Article 5 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Requested data are confidential","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Paragraph 6 is the stated exception","Confidentiality ground and disclosure safeguard","Confidentiality assessment","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
